,Sentiment,Text
12101,negative,i need a flight out tonight isn t there anything else
12102,positive,thank you for the confirmation
12103,negative,spent 8 for the choppiest feed of whiplash ever americanairlinesfail iwantmymoneyback
12104,neutral,ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement
12105,negative,please find my bag in singapore for three days already without my bag last known destination lax tag 580815 please help
12106,negative,inconvenient is such a convenient word
12107,negative,your response could have made all the difference it could have made the situation better no trust get lost like my bag
12108,negative,delayed on the way to puerto rico and delayed on the way back to new york this is disgraceful
12109,negative,that s ok you may keep my 25 and lose my bag with no info but you no longer have my trust bad way to handle this
12110,negative,come on i just want to go home i can t miss another day of work stuckinmemphis texasisclosed
12111,neutral,here is the photo
12112,negative,you guys are killing me
12113,positive,aww cool it s nice to know they are still up above my head then one of my faves
12114,neutral,what s the status of flight 1357 out of sju
12115,negative,would love to dm you but my twitter app says you re not following me and i can t
12116,negative,its not that i wasn t offered perks by usairways i asked and was told no thenewamerican
12117,negative,good care of their customers if anything happen to then take you delta for getting me back to nyc screw you americanair
12118,negative,cost me over 200 dollars because flight was cancelled flightled and couldn t even give me a food comp fly jetblue delta they take
12119,negative,they will just say dumb things to beat around the bush if you re flight cancelled flightled be prepared for no compassion from them
12120,neutral,yes to the ios i m running ios 8 1 3
12121,negative,worst company ever please do not fly with them i repeat please do not fly they will not credit you if you re delayed
12122,negative,continues to win i ve never missed a flight before but a nice little quiet gate change made it possible sheesh
12123,positive,keeping aa up in the air my crew chief cousin alex espinosa in dfw
12124,negative,lost my cats missed their flights kept them crated 30 hrs for a would be 5 hr trip you ll never touch my pets again
12125,negative,don t worry you won t steal my money again
12126,negative,why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk
12127,negative,pretty lame response to a two paged single spaced letter
12128,negative,it s not what happens to us that matters it s our response that matters way to drop the ball aa
12129,negative,i am looking for help on usairways award travel booked for wife and two boys no seats assigned
12130,positive,clarkey 19 we done it with 1 truck no biggie
12131,negative,and itunesmusic have put me in bad mood i haven t been this angry since spagnuolo coached the rams
12132,negative,and they cancelled flighted my flight and left me with no help to find a hotel to stay in i slept in an airport for a night
12133,negative,flight 1181 out of vegas to dfw cancelled flightled sunday and monday no whammie today
12134,positive,airport snow removal method 22 keep up the good work folks this is where cessna s become 747 s
12135,neutral,these birds could fly to south america for example argentina
12136,negative,my flight 386 from jacksonville fl to dallas is showing cancelled flightled what is going on am i rebooked on another flight
12137,positive,great thanks
12138,positive,awesome thanks
12139,negative,my flight 386 to dallas from jacksonville fl has been cancelled flightled no one has notified me what s going on
12140,negative,extremely upset that your baggage handlers decide to go in my luggage and take my belongings
12141,negative,flight 65 delayed over 4 hours on 2 22 had no gf meals despite my early request attendant seat fell on my leg badservice
12142,negative,but what i can always rely on when i fly usair or american is that employees will be rude and unhappy
12143,negative,robocalls me with another cancelled flightation and then when i don t accept the change it won t let me connect to an agent just wow
12144,negative,said that aa does not provide in flight wifi on the routes to china based on some federal laws but united does why is that
12145,negative,right but more than two hours late flight and it seems due to poor communication which sounded like it was annoying on plane staff
12146,negative,i m not sure what happened to my usairways status when the merger took place
12147,negative,can u help rebook passenger via twitter dm been on hold for 1 5 hours thanks
12148,negative,i d like to apologize to the gate agent for flight aa76 i was not aware that zone 1 was after the nine other precious gems
12149,neutral,my key point of confusion is whether i can make this change even though the initial flight booking problems was on us airways metal
12150,neutral,origin destination dates are the same going from us airways connecting flight to aa direct flight award is saver level
12151,neutral,when will the old 777 200 fly ord pvg get upgraded
12152,neutral,i know just a little cold weather humor
12153,negative,none of the lax flights into dfw have been cancelled flightled those landing before and after ours are fine completely arbitrary
12155,negative,this delayed bag was for my friend lisa pafe she got her bag after 3 days in costa rica issue no updates on your system
12156,positive,thanks
12157,positive,aww thanks aa dfw was on gma up here this am so i understand btw a a is my airline when im able to trv love you guys
12158,positive,these are some awesome photos thanks for sharing
12159,positive,new plane gogo easy power for laptop iphone just missing a good boat style swivel cup holder for my dietcoke happyflier
12160,negative,how about some rampers at gate b40 dfw waiting to be marshaled in
12161,negative,you cancelled flight my flight and there s no way to rebook on the website or app i have to wait 35 minutes on hold fail cc delta
12162,neutral,i thought all those planes were retired md80
12163,positive,just got off the phone americanair customer service only 8 minutes to get my issue resoled you guys are awesome
12164,neutral,thanks for the info is there a number i can call to speak to a person it s going to take an hour to type it out
12165,positive,we are off to kax premium hoping this flight is better food tv now i know how to work it and service tnx
12166,positive,beantownmatty sounds like a date
12167,negative,i m frustrated by all of the usairways attitude toward execplat members thenewamerican
12168,negative,another day another grievance with this airline no customer service
12169,negative,you ve misunderstood usairways would not do a same day flight change for me the gate agent said no
12170,neutral,flight 35 i m on my way
12171,negative,car accident on my way to the airport missed flight from rno to dca trying to resched but your line has 2 hr wait
12172,positive,thanks so much
12173,positive,americanair we hope you enjoy the winterweather and brought your warm coat and gloves maria yup new beanie
12174,negative,lpalumbo what weather sun is out
12175,negative,so you fail again flight to rdu sitting waiting on flight attendants your logistics are not good
12176,negative,any idea on what the wait time is for refunds from usairways i was told a few days over the phone but it s well past that
12177,negative,i was happy to purchase the upgrade if only it was avail on my next flight
12178,negative,it is now going to be reported to the police due to the sexual assult sad that you didn t care
12179,negative,4th flight rebooked to is not cancelled flighted woo hoo going to make it to laguardiaair
12180,negative,my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted can you help me
12181,negative,the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour
12182,negative,i understand but why is this the only flight of the day not going out twice i m now out of extra meds and diapers for baby
12183,neutral,i sure do i m running version 3 10 0
12184,negative,you could train your flight attendants to have some manners and decency
12185,negative,change fee same price of new ticket not logical
12186,positive,nice to read it thank you very much
12187,negative,we have been advised to turn this issue over to the police due to the sexual assult thank you for allowing that on your plane
12188,negative,fuck you
12189,negative,not giving you a hard time just looking for basic customer service after aa lost my bag eta on it s return please
12190,neutral,i bet they do i m sure they have some form of wear and tear on their skin i hope they will survive the rest of the winter xxx
12191,positive,dfwairport me too love living so close so i always have great views
12192,positive,thanks
12193,negative,can someone contact me about my awful experience with american airlines this weekend
12194,negative,actually online indicates the only seating available is at a premium cost why not allow seat selection at time of purchase
12195,negative,your definition and mine of 10 min is vastly different i understand the need to get off the plane for maint but be honest
12196,positive,dfwairport you 2 together are the best part of flying
12197,positive,dfwairport guys let it go
12198,negative,is there a way to add my aa number to an itinerary that doesn t involve sitting on hold for 1 5 hours
12199,positive,i can hardly believe it bundle up and stay warm
12200,neutral,you re right someone is up to something
12201,negative,the flight is not going to make the connection to mex aa2444
12202,positive,thanks for sharing these photos round of applause for your crews we appreciate all their hard work
12203,neutral,can i get a free ticket to hawaii for being fabulous
12204,negative,1 the lavatory freezes 2 problem with a nitrogen line 3 a low tire with the inflating equipment malfunctioning aa2444 and
12205,neutral,i want to change my flight for next week they will still charge me waiting for fligt status
12206,neutral,dfwairport that s dfw omg yeah cold everywhere
12207,positive,great customer service thanks
12208,neutral,when flight booking problems an int l flight online do i have to provide a passport number when flight booking problems or just when i arrive at airport
12209,neutral,yes they do
12210,neutral,hook me up with a free trip to barbados and i will tell you the secret beaches to see
12211,negative,why did flight 1636 get cancelled flightled waiting for a rep to rebook but wondering if there will be other issues getting out
12212,negative,we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern
12213,neutral,thank you for responding so quickly to my tweets i do appreciate that
12214,negative,i am trying to change the time of a flight i already purchased and was told i have to pay a 400 change fee ridiculous
12215,neutral,please email me at temorris2010  willing to discuss my experience amp give another try would like to speak directly
12216,negative,if my flight gets cancelled flightled i should be able to reschedule to any date i want not the next day or 2 days after
12217,negative,since you don t care about what happens to your passengers on your planes we will now be contacting the police dept
12218,negative,why are usairways gold forced to pay for an upgrade open seats in 1st and not offered to gold sapphire
12219,neutral,americanair bet these birds wish they d flown south for the winter   lol
12220,positive,i still think american airlines is great i would just like to be treated better loyal customers first right
12221,positive,if i could fly an md80 dc10 i would be so happy i live that plane so much md80 is love md80 is life
12222,neutral,aren t you glad this isn t you rt americanair bet these birds wish they d flown south for the winter
12223,neutral,second pic from cdg
12224,neutral,i m sure all these birds will be in warmer weather soon
12225,negative,it s been 3 weeks and no reply from customer relations yet running out of time please help request 1 2888155964 thanks
12226,neutral,this is very true another reason why we stay south in the winter months of travel
12227,neutral,would have had to fly real far south huh winterweather brrr
12228,neutral,um down south has snow too atl
12229,neutral,i m sure they did it s certainly chilly back east today
12230,negative,any reason why my 1463 flight to chicago is boarding and i still don t have a seat assignment seriously
12231,negative,usairways if this is how your merger is going to go you fail huge probls w comm on dfw storm cxld rtrn flts not cool
12232,negative,why does it feel like i m being nickeled and dime to enjoy a flight with aa i purchased a tkt but have to pay extra for a seat
12233,negative,flight 2559 it s been delayed every hour since 8 55 am
12234,neutral,do you still use dc9 s
12235,positive,happy tt to my friends americanair hope the weather isn t causing you too many headaches
12236,neutral,if i ve booked an aa award on usair metal and space opens up on aa metal can i change to the aa flight without fees
12237,positive,well have all day and all the time in the world
12238,negative,can t unload flight 3322 because jetway is broken steps planb waiting nearly an hour
12239,negative,i d love to take my seat but it appears as though someone already has disappointed upgrademe wtf
12240,neutral,if i want to change my flight due to weather conditions in dallas this weekend i should be able to cover change fee with miles
12241,neutral,are you expecting delays cancelled flightlations at dallas on 25 26th due to the snow nothing like monday i hope
12242,negative,just look at rdu airport please think about the safety of your passengers we cant get to rdu safely
12243,negative,please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight
12244,negative,the flight was delayed 5 times spent almost 40min on the tarmac i ll reconsider my future flight options
12245,positive,oh it s nothing my issue was already resolved and i am in the air
12246,negative,filled out a baggage claim over the phone last night check the status to discover the rep confused arkansas for alaska
12247,negative,i need an answer why we can t get into wichita falls
12248,negative,americanairlines says most bags left in miami have been returned following mechanical glitch gt gt
12249,negative,i need refund
12250,negative,really needs to get a a clue and start treating people like humans not animals americandairlinessucks
12251,negative,why is raleigh not on the updated southern states advisory
12252,negative,hi we have lost and found solution we want to offer for free to assist with contacting people when items are found
12253,negative,and it s not a inconvenience it is a disaster it s a 500 phone bill from you that you refuse to pay
12254,neutral,have your experts seen this this is right at rdu airport
12255,negative,stop sending me back to customer relations i have hand written a letter to them send in a letter called them no help
12256,negative,is large wichita falls airport not receiving any arrivals i have called and no one answers i been waiting for 1 day
12257,negative,can you tell me what that means i work and just need an estimated time of arrival please i need my laptop for work thanks
12258,negative,waiting an hour now for a pilot aa3688 is there a pilot in the house at dfw
12259,positive,kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint
12260,neutral,do you offer group pricing discounts by any chance
12261,neutral,now i understand
12262,negative,airline trouble this winter amp not getting good customer service contact   we negotiate w companies foru
12263,negative,i guess that is your way of saying thanks for sharing but i can t help you good luck happy birthday to me ugh
12264,negative,lots of upset people freezing terminal and no gate agent kept us waiting on plane beyond allowable time length
12265,negative,the pilot admitted to us that this delay is entirely because of aa incompetence and poor equip checks
12266,neutral,fly my child
12267,negative,yes i am 2495 1170 rno departure at 1229 on 2 25 w connection at dfw to lga i can do the 1120am to lax and then to jfk
12268,negative,how are you going to compensate all of whose days plans have been ruined because of the aa3490 delay pending cancelled flightlation
12269,negative,lost and found is like talking to a hormonal teenager who refuses to talk to you useless wastedeffort fail
12270,neutral,oh they seem to have reappeared now lol
12271,neutral,and then wanted to change it to ba for avios
12272,negative,oh that seems to have undone the seat selections in mce we only wanted the cx card on there to select the free seats
12273,negative,to announce during boarding that you chose to limit catering to the point that you will run out shows a lack of planning imo
12274,positive,thanks for the quick response it s appreciated
12276,negative,guess that s what i get for bragging on you i fly you by choice unlike others who fly because they don t have other options js
12277,positive,thanks for the update
12278,negative,thanks for finally letting me get through to book my flight frustration set in donedeal talktoahuman
12279,negative,i guess i was one of the select few that hadn t had many problems before this and all the sudden my whole trip got jacked
12280,negative,yes and it gets disconnected due to the lack of wifi strength americanair mauererpower have you reached out to gogo for help david
12281,negative,the communications seems to be an issue too no
12282,neutral,hi guys i have 2 25 rno dfw tomorrow plane coming from dfw with bad weather in am should i consider f route as i have connect
12283,neutral,traveling with my infant do you check the carseat for free if so do you provide a bag someone told me but wanted to confirm
12284,negative,now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another
12285,negative,dm me and i can explain the whole story i should have been on an earlier flight not us1937
12286,positive,lets hope it stays that way big thanks to your ground outside crews all across the us the last month great fb post yesterday
12287,negative,hello my baggage has been lost in another city can anyone help me with this
12288,positive,my boss is
12289,negative,sitting on plane in columbus supposed to leave an hour ago now the mechanic can t find a tool to service the shock absorber
12290,neutral,not here yet but i plan on it if you could have them fly low and slow right in front of me that would be great
12291,neutral,forgot to select my ksml on my flight to la and it s a few minutes under the 24 hour mark is there any way to change it
12292,negative,i picked the nonstop flight bc i had things to get to should ve taken diff route or airline i suppose
12293,positive,your response has been incredible truly amazed at the steps you have taken to enhance your customer relations big thank you
12294,neutral,i ll dm you
12295,negative,yes talked to them fll says is at central central says is at fll and here we go again i m betting this will go 6 mths
12296,negative,but the issue is were waiting on rampers to close the door only to waste more fuel amp likely to be told we need more fuel cycle
12297,negative,is there lack of communication competition between the american and the air by any chance
12298,neutral,i can dm it to you if you follow me
12299,negative,no had already waited an hour for it and wanted to get home
12300,negative,4285 apparently we re told staff on the ground keep promising to come and they don t
12301,negative,over 70 days no contact from a human or apology letter americanair is yucki read all about it soon
12302,negative,well i m showing i am still sitting at the gate on the plane that has not departed
12303,positive,thanks guys got some sleep hang in there dfw with bad weather
12304,negative,my ticket was booked with aa with miles sorry we sold you a ticket with a company we merged with but we can t fix it
12305,negative,is it possible to change the ff number on a passenger on a flight booking problems it won t let me change it
12306,positive,great thank you
12307,negative,here feet are freezing b c doors have been open flt time was 8 30 we have fuel but now waiting for rampers aa4285
12308,negative,just got a call from baggage dept still looking for your property it s went missing 1 28 prerecorded no human service
12309,neutral,help
12310,negative,there is a fat man stuck in your airplanes bathroom
12311,neutral,connection is us2065
12312,neutral,i am dealing with the reflight booking problems agent in the miami airport now
12313,positive,simply amazing smiles for miles thank u for my upgrade tomorrow for ord we are spending a lot of time together next few weeks
12314,negative,what s the status of flight 3494 xna to dfw i m getting different reports
12315,positive,thank you for the quick customer service today refundprocedurenottoopainful i know that winter weather is not your fault
12316,negative,i need to go to yyz tmr morning 8am i switched to united already but my bag is still off in aa la la land
12317,neutral,drop me a follow i need help
12318,negative,the whole plane is the same how old is this plane the seats leather is coming apart ay the seams
12319,neutral,yes i do i am traveling to marsh harbor
12320,neutral,cityandsand we re trying to coordinate an airport hand off of nutella veryimportantproject
12321,negative,if the flight i selected online was what was ticketed i would not be missing my connection i need help getting to dfw or iah
12322,negative,my seat is disgusting old and dirty when are you going to refurbish this plane us air 597 jfk to phx
12323,neutral,is there any way to manually add gift cards to an ex eu ticket aa metal on long haul ba for intra eu
12324,negative,i understand the need to drain the lavatory fearing freezing but why no policy on checking that before boarding smh come on
12325,negative,once again flying aa4285 once again 60 min delay because of mechanical issues perhaps you should consider maintenance
12326,negative,no repair made to the water line no potable water on board this flight we will take off soon time for new planes mci gt dfw
12327,positive,thanks for the recommendation we ve been sitting here for 45 minutes last update was 35 min ago
12328,negative,i ll be sticking with southwest in the future no change fees first bag free and stellar customer service
12329,neutral,does it show that we are on the same plane
12330,positive,although you have no control of the weather you came through with a great customer service
12331,negative,there is no local agent there is no person to answer our questions and their phone service is terrible
12332,negative,2 2 doesn t help me
12333,negative,as i already have a booked flight that i can t use amp can t change w o a 200 fee flight booking problems a different type of ticket 1 2
12334,neutral,depends on the terminal what the best option arrive c depart a breakfast burrito is what i m craving any update on 1119
12335,negative,an overzealous stewardess prevented us from bringing in a car seat worstflight
12336,negative,watch out if you are a parent they break stroller amp tell you look at the fine print
12337,positive,i wish i could remember all of their names
12338,neutral,and is there a delay on our connection to pns
12339,neutral,thanks for getting back to me how frequently are these weather advisories updated throughout the day
12340,negative,living in dfw your hub hate having to fly to jfk to get to ireland
12341,negative,ok there is no one at the airport that is helping us another customer got told the flight isn t leaving till 1220
12342,positive,thank you aa this is how i always start my vacations
12343,negative,how do i talk to an actual person that will help me and do what you guys should do
12344,negative,customer service provides no wiggle room to change flight without a 200 change fee southwest has always been accommodating
12345,negative,flight aa1119 cx to aa157 killing my layover still wanting breakfast i m hungry get me to dfw
12346,positive,yes thank you just not how i wanted to start my vacation
12347,neutral,my flight number is 3m 50
12348,negative,your staff at rsw working the sliver airlines desk is not helpful we can not get any information about our flight
12349,negative,when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft
12350,neutral,i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours
12351,positive,thank you for replying trying to figure out how to get from there from dfw
12352,negative,don t merge with an airline that ain t ready for prime time and book your elite flyers on it nothappy usairways needcoffee
12353,neutral,usairways yes obviously it just stinks that 4pm is the one option when she was supposed to fly at 7am yesterday
12354,negative,americanair dumas2ttg good morning tamara we ll try to get you comfortably on a flight as soon as we can noxtralegroom nocoatcloset
12355,positive,made it thanks aa
12356,negative,how do you not do maintenance on md80 while it sits for two days frozen lines found after its boarded come on faail mci
12357,positive,why thank you yayayay
12358,negative,that what i hoped contacted them 3 wks ago about this but they have not responded and still issued in us funds frustrated
12359,neutral,we re all being told by emergency services to stay home for the next 24 48 hours
12360,positive,thank you for being so responsive on twitter truly impressive
12361,neutral,flight ba1551 departing tomorrow wednesday not cancelled flightled but how can anyone make it to the airport in this weather
12362,neutral,usairways she s on manch to charlotte fl 4628 told her she could get on a 4pm flight to west palm beach nothing earlier
12363,negative,usairways boo wack ass terminal 6 flylaxairport no food no lounge no bueno never again
12364,neutral,it s flight 5348
12365,negative,you sent me a cheque today which can t be paid into a uk bank account very annoying
12366,negative,the wichita falls airport is the worst will never fly in or out again unknowledgeable staff
12367,neutral,please can you tell me why dfw has a weather advisory and rdu does not the entire state of nc has shut down from ice amp snow
12368,positive,thank you americanair much appreciated
12369,neutral,i d like the 11c i originally tried for americanair again happy to pay the difference
12370,neutral,when will you be issuing a weather advisory for rdu the entire state of nc has shut down from the overnight winter storm
12371,negative,i m still waiting this has been going on far too long is there someone i can speak to
12372,positive,mission accomplished today thank you
12373,negative,zoom in on the sauce and potatoes this stuff is vile and i mean vile
12374,neutral,when will the merging of miles between you and usairways be complete wasn t it this month
12375,negative,6 months ago best catering out of all domestic airlines today worst on the planet and i ve flown almost all of them
12376,negative,when will there be wifi on the dca stl route 2 hour flight could use some love
12377,negative,what is that why even bother catering dog food that no one will eat
12378,negative,thanks for making the worst fly experience ever will never book again with your airline train your flight attendants better
12379,negative,i lost my basket ballbag on your plane
12380,positive,thanks for the great customer service family made it back to sat safely the weather at dfw made things a little worrisome
12381,negative,she seems a little preoccupied that s why i m bringing it to your attention i am just flagging an issue as an observer
12382,negative,she was at gate on time though they made her cry and made a scene for 10 mins instead of boarding her plane still outside
12383,negative,disappointing lack of kindness toward this person the agent asked her counterparts why this person was talking to her
12384,negative,yes starting w flight 1278 getting me home more than 48 hours late flightr record locator bsuxlu
12385,negative,your aa3465 staff are refusing to allow a woman to board she was here at 8 for 8 16 departure sign still now boarding
12386,positive,fantastic thanks will try and tweet a photo of the view
12387,positive,excellent love you guys if it is first class i ll hug ya ll see you shortly
12388,positive,thanks have emailed them how long should i expect for a response
12389,neutral,they said it works 80 90 of the time dfw security entrance c26 before after pre check whereas i paid for the service
12390,neutral,3659 from sgf gt dfw you might want to clear off the ice for the planes landing
12391,positive,great job tyr ground crew now let s get this bird outta here tell flight 3200 to wait on me be there in 45 mikes
12392,negative,usairways stated before i m not getting any help there tk over 8 hrs yest to spk to a live person then told to chk the site
12394,negative,but not sufficiently sorry to actually do anything about it i guess your systems are presumably beyond reproach or reform
12395,neutral,good morning wondering why my pre tsa check was not on my boarding pass this morning
12396,neutral,yes i do bit you don t follow me so i can t dm you
12397,negative,as your flight attendants are an extension of your brand bitchy flight attendants on 5 30 am flights are not appreciated
12398,negative,again no special meal catered for me in f jfk lax thankfully i m on qantas the rest of way i fear what youd not cater on that
12399,negative,superyan i did not get any compensation after cancelled flighting my departure twice and made me missed my own wedding
12400,negative,140 characters aren t enough to describe how inconsiderate your employees are
12401,neutral,was hoping for 8a if possible for some frozen views along the way
12402,positive,have you seen blue go look it up
12403,negative,your cabin thank you message reminds people about having choices when they fly i will be choosing another airline next time
12404,negative,really that s it not even a we are looking into this to see what happened what we could do better next time
12405,negative,delayed aa3186 missed due to delay aa3186 new flight now delayed aa2401
12406,positive,thank you
12407,negative,she told us we had to drive back to drop it off so they could attempt to fix it really don t have time to do that terrible
12408,neutral,hi when will your next set of flights be out for next year from dublin
12409,neutral,had my flight changed from us airways to you now i can t get two seats together can you help
12410,negative,the flight is the wrong day confirm usxlon departure on 5 21 should be 5 22 for 2 people
12411,negative,having trouble flight booking problems a seat on us84 11 march operated by aa neither airline s website will allow seat selection
12412,negative,thank you for the robotic and non helpful assistance
12413,negative,i fly weekly with you and haven t seen one
12414,negative,i would love to say the same but it s not so much 5hs flight no internet no personal a c 20yr old plane nofunatall
12415,negative,uwon t allow me2make changes online force me2sit thru excess phone wait times amp still insist charging crazy fees thats service
12416,neutral,oh i will aa on speed dial
12417,neutral,thanks chasefoster was just about to book a flight to uk using americanair but after reading this exchange there s no way i ve sent
12418,neutral,amazing to watch chasefoster who travels with celebs all over the world show the youth of america who not to fly with
12419,neutral,travel week delays cancelled flightlations if you want to learn more about the merger press 1 delay my connector in chicago deice
12420,negative,requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction
12421,negative,horrible service loganairports luggage got destroyed on flight and woman at baggage service was so rude didn t help at all
12422,negative,that s a rather clunky process whoever designed that clearly doesn t understand e mail 101
12423,positive,thanks flight 2160 today great crew
12424,neutral,thank you for contacting american the email address you have written to is an unmonitored account
12425,negative,your customer relations dept has one way e mail how is not allowing responses helpful
12426,negative,if you are sorry answer my claims aa ref 1 2990176298 1 3001885409 and 1 3001885409 accordingly without using weather
12427,neutral,the motor that usually starts the engine is broke and cvgairport ground crew failed to do it on time per pilot maintenance
12428,positive,is rising like the sun at dca this morning natca members have the best view avgeek
12429,negative,she has the guy u served drinks 2 til he needed awheelchair to get off the plane is a more important then the assaulted women
12430,negative,there s a lot of talks and no doing mia sfo on a 20 year old plane nonewplanes old shame
12431,neutral,and cvgairport get it together perfect combination for delays and cancelled flightlations
12432,negative,sorry that is a sad answer a fully refundable first fare and no response in 6 weeks no more aa in my future
12433,neutral,thank you for the info changes need to be made over the phone correct is there any way an aa agent can call me directly
12434,negative,are you a bot haha always same lies from you
12435,negative,especially during a death in the family and still no solution 96 hours and counting thanks
12436,negative,fortunately the window seat was a no show able to scoot over and create space
12437,negative,so great aa1103 sitting for an hour first technical problems now what
12438,negative,this has to be the absolute worst experience ever
12439,negative,so i have to call back at 9 since the department is closed this has to be the biggest bunch of bull
12440,negative,just need to know why it wasn t done like it was promised it would yesterday
12441,negative,too late flight now boarded exit rows taken could not have gotten worse guy next 2 me should ve bought 2 seats miserablemorning
12442,neutral,did that yesterday on the phone with them now
12443,negative,re staff and commence new policies because your industry is so embarrassed by you
12444,positive,usairways statement wasn t sent yesterday like jeanine said after i even called last night as well again excellent service
12445,negative,usairways so who do i need to talk to to ensure the statement is sent to my bank so i can get the credit for the charges
12446,negative,3 months of straight travel ahead time to find new airline
12447,neutral,that s what is on my ticket and my confirmation email anything else
12448,negative,i m flying into dca my bag is at iad i am already late flight for my meetings at work i will call the number when i land
12449,neutral,try this dpdfpp
12450,negative,face palm cannot believe the last 24 hrs 1 5 hrs of sleep and no and no and what you can t do
12451,negative,just wow regina just told me i can t file or request a lost bag statement until i finish my travel so until i get to dc argg
12452,negative,i shared my experience several times aa ref 1 2990176298 but aa s response is senseless weather was not the cause
12453,neutral,record number is bpdfpp
12454,negative,you should be apologizing for your rude sales reps and failure to offer anything other than trite condescending platitudes
12455,neutral,embassy suites 13341 woodland park drive herndon virginia 20171 us 1 703 464 0200
12456,negative,is non existent and i will take this as far as needed why hide behind a corporate logo provide a number tcf useless amateur
12457,negative,lax ogg lax using hard earned miles and was given lousy service faulty seats on both legs and damaged bag your customer care
12458,negative,they were no where to be found at midnight last night i would think the agent in lax could have relayed that info bag on flt
12459,negative,you cancelled flight both flights yesterday and rebook me in middle seat not acceptable upgrade to emergency row would help nothappy
12460,negative,is it right to provide faulty seats on flights plus damage a 350 bag and not replace and shrug the damage off flights from
12461,negative,it isn t good enough you need to provide a phone number other partners do should be investigated by iata thefaaonline
12463,neutral,super spring tides and tide of the century drawing tourists to french and u k coasts
12464,neutral,ps i was right
12465,negative,yes it is in dulles and i need it delivered to the embassy suites in herndon va i m still in chicago from the fiasco in lax
12466,negative,what s the point so i can wait for another 6 weeks u r one of the only airlines that refuses to handle complaints by phone
12467,negative,machines are broken lines are out the door for self service cust support and bag check in
12468,negative,would have been had i seen this before 1130pm est when i was sound asleep
12469,negative,merged airlines do not work for ff programs very frustrating and the gate agents are to busy pouting to care attitudeissues
12470,neutral,you don t have those abilities anywhere not at the ticket counter at cust service or online that s why we re done here
12471,negative,when you strand someone in a city without luggage you would think aa would want to earn your business but guess not
12472,negative,needs to get their shit together 2 counter people amp a massive line people need to catch their flights
12473,negative,i know your policy just asking for a little kindness due to extenuating circumstances
12474,negative,the pilot her and another flight attendant left walking away laughing just wow
12475,negative,oh no she left the counter and went downstairs then she told elise an agent that joined her not to come over to counter
12476,neutral,of course you are because that s your companies job you guys failed at it in the first place upgrade me and then we ll talk
12477,negative,delta maybe long trip late flight night amp queues at baggage claims in two terminals no good i thought i paid for it 50 instead
12478,negative,you really need some customer service training for your unhappy ees in the morning in chicago gate k20 at 430 chking her schd
12479,negative,americanair 2 3 i sat on the runway for 4 more hrs b4 takeoff 10 hrs late flight 4 30 am pilot plainly stated it was a comp mech issue
12480,neutral,flight 1679 n76200 prepares for flight at flytpa before departing for fly2ohare
12481,negative,americanair alright prove it 1 3 3 days ago i sat on a plane at jfk for 3 hrs deplaned for 3 more and when i re boarded
12482,negative,i m trying to choose my seats but every time i go to the next flight i get system error
12483,positive,thanks both airlines said that it is located at aa detroit also was informed that it flew with aa which shouldn t matter
12484,neutral,we did talk with delta for about hour over phone and i got a number from delta that they asked to give to aa which i did
12485,negative,policy makers need to change their mindset on aviation flying is not for
12486,neutral,already did reply was sorry we believe this to be fair as a journalist writing an article on my trip i will include this
12487,negative,leave us stranded send baggage with important medication to different city for 4days amp apologise with a 50 voucher appalling
12488,negative,i ve been trying to change a thursday flight and there s a ridiculous wait time on the phone and your website isn t helping
12489,neutral,slacksoft uk i saw an american 767 in old colours at heathrowairport on saturday was surprised to see
12490,negative,we all did skipper s walk around too
12491,neutral,plane veers off runway at icy dallas airport
12492,negative,thank you for the acknowledgement the ife didn t work all that well anyway so maybe time to upgrade to lower profile system
12493,negative,thanks for the canned reply
12494,negative,just went to check into flight 24 hr advance again husband and i are seated separately for 6hr flight why does this happen
12495,negative,no i just expect a higher level of customer service amp for the flight crews to give us accurate information
12496,negative,or at the very least an explanation on why no one told me my flight was cancelled flightled
12497,negative,i tried when i landed but there was no one there i ve emailed your customer service twice now who don t seem to care
12498,negative,no i ve since rebooked with another airline what i would like is compensation for all the time money lost
12499,negative,nothing you have done enough
12500,negative,i was rebooked on a flight that was too late flight for my connection
12501,positive,such a suprise new vanity kit set for frequent travellers thank you aa
12502,negative,gah this is so frustrating nobody has my address here in the usa where are my bags so disorganised
12503,positive,lovely flight back from mia to lhr great crew thanks
12504,negative,i have emailed several times hand wrote a letter went to airport called please fix this or abc7newsbayarea please help
12505,negative,offered me a cot to sleep on after they cancelled flightled my flight a fucking cot what about a hotel like you re supposed to provide
12506,negative,over the last year 50 of my flights have been delayed or cancelled flightled i m done with you
